subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason
20901993,5590,5366,20561,"{""ra"":""203.039398"",""Run"":""2333"",""dec"":""-2.749252"",""Field"":""41"",""Rerun"":""301"",""Camcol"":""3"",""NSA id"":""167921"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.019985"",""Common name"":""Unknown"",""SDSS dr7 id"":""587729773143851215"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=203.03939819335938\u0026dec=-2.7492520809173584\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.714627"",""Estimated distance"":""0.019762687385082245 * c / H_0"",""Petrosian radius (degrees)"":""15.426864""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bfcca1d8-8e4c-48db-95dd-df5c3366a5d1.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/96c648c7-6d03-4245-a0ec-5fd1f13561f3.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2f72c620-999e-49d9-8ff9-6908815d0968.json""}",10,2018-04-25 16:33:43 UTC,classification_count
20901994,5590,5366,20561,"{""ra"":""144.843292"",""Run"":""3560"",""dec"":""36.574581"",""Field"":""245"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""623340"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.019986"",""Common name"":""Unknown"",""SDSS dr7 id"":""587735042545221729"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=144.84329223632812\u0026dec=36.574581146240234\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.709117"",""Estimated distance"":""0.020043911412358284 * c / H_0"",""Petrosian radius (degrees)"":""13.184026""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8dfcbbb5-1e76-4031-b66e-7a545ed24cc9.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2c06e148-0217-41e1-b773-84fb9d68277b.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a5538e26-7aa9-4d9c-99b1-146a8a0425c0.json""}",10,2018-04-25 10:42:25 UTC,classification_count
20901995,5590,5366,20561,"{""ra"":""176.543243"",""Run"":""3841"",""dec"":""7.517366"",""Field"":""78"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""328153"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020091"",""Common name"":""Unknown"",""SDSS dr7 id"":""588017725470539956"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=176.54324340820312\u0026dec=7.5173659324646\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.684579"",""Estimated distance"":""0.01993056759238243 * c / H_0"",""Petrosian radius (degrees)"":""18.956150""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/194bf173-3926-462c-bdc5-6d0af4b55a1d.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/054f1ac9-5493-47ee-b546-7e14de650de3.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2cc1a02d-74db-4fc2-9cca-a91184daae54.json""}",10,2018-04-25 13:47:58 UTC,classification_count
20901996,5590,5366,20561,"{""ra"":""239.464737"",""Run"":""3225"",""dec"":""46.306782"",""Field"":""179"",""Rerun"":""301"",""Camcol"":""5"",""NSA id"":""222118"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020093"",""Common name"":""Unknown"",""SDSS dr7 id"":""587733605337464961"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=239.46473693847656\u0026dec=46.30678176879883\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.763583"",""Estimated distance"":""0.020615968853235245 * c / H_0"",""Petrosian radius (degrees)"":""17.727518""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2a1fefd3-4483-46ba-87aa-236907bcea4f.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/577947f2-f6c4-4877-b51a-29f4b1edb3cc.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fb2e53ae-1c68-4bec-8b86-6050ac93cda0.json""}",10,2018-04-26 11:21:18 UTC,classification_count
20901997,5590,5366,20561,"{""ra"":""171.775345"",""Run"":""3836"",""dec"":""13.238707"",""Field"":""155"",""Rerun"":""301"",""Camcol"":""6"",""NSA id"":""322889"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020125"",""Common name"":""Unknown"",""SDSS dr7 id"":""588017705074491482"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=171.7753448486328\u0026dec=13.238706588745117\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.906200"",""Estimated distance"":""0.020005129277706146 * c / H_0"",""Petrosian radius (degrees)"":""20.303659""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/263f3c01-3192-4e43-ab53-d8eff3adb1e5.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/223417b8-e3bd-46b1-9e72-523050b30049.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6a374994-faa1-4c8b-ad77-32df1562ffe7.json""}",10,2018-04-25 10:42:48 UTC,classification_count
20901998,5590,5366,20561,"{""ra"":""178.713745"",""Run"":""5976"",""dec"":""2.959254"",""Field"":""212"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""67428"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020217"",""Common name"":""Unknown"",""SDSS dr7 id"":""587726033321721925"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=178.7137451171875\u0026dec=2.9592535495758057\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.973107"",""Estimated distance"":""0.01994294673204422 * c / H_0"",""Petrosian radius (degrees)"":""21.376789""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/83fa0824-e988-44e2-9cd3-9544d1797f3c.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ad154638-523a-4da0-9344-b904686cce56.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fc3152b3-1321-4d5a-beca-173669688ac3.json""}",10,2018-04-26 16:31:53 UTC,classification_count
20901999,5590,5366,20561,"{""ra"":""201.380096"",""Run"":""2334"",""dec"":""-3.373814"",""Field"":""37"",""Rerun"":""301"",""Camcol"":""1"",""NSA id"":""168030"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020219"",""Common name"":""Unknown"",""SDSS dr7 id"":""587729776364814348"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=201.38009643554688\u0026dec=-3.3738136291503906\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.532177"",""Estimated distance"":""0.01991768553853035 * c / H_0"",""Petrosian radius (degrees)"":""20.187799""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/42949630-ff73-416e-b252-acdd3898d37a.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f1143967-999c-4684-b19c-7d83a1bc5946.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6efaa49a-2bb4-4d92-8be6-ea3a1f137317.json""}",10,2018-04-25 20:34:14 UTC,classification_count
20902000,5590,5366,20561,"{""ra"":""170.443848"",""Run"":""5087"",""dec"":""25.971556"",""Field"":""128"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""474618"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020250"",""Common name"":""Unknown"",""SDSS dr7 id"":""587741600952615088"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=170.44384765625\u0026dec=25.971555709838867\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.539348"",""Estimated distance"":""0.020187832415103912 * c / H_0"",""Petrosian radius (degrees)"":""17.799644""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2e47a544-4162-46bb-8505-977a59138bac.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/66573a52-bf4a-4617-a2a1-c3296fb4d154.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/38177758-0c83-41d5-b8bf-a54394e97f02.json""}",10,2018-04-25 20:37:32 UTC,classification_count
20902001,5590,5366,20561,"{""ra"":""243.472260"",""Run"":""2248"",""dec"":""48.296692"",""Field"":""94"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""97891"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020258"",""Common name"":""Unknown"",""SDSS dr7 id"":""587729408611975431"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=243.47225952148438\u0026dec=48.29669189453125\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.782071"",""Estimated distance"":""0.020809080451726913 * c / H_0"",""Petrosian radius (degrees)"":""12.699185""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dbae339c-fd0a-4809-a08d-0c9273e541e4.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fd932654-7b8f-4181-ac11-5d25228e26db.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/09641c0c-e358-4844-8f88-34f8365ffa3c.json""}",10,2018-04-26 15:02:34 UTC,classification_count
20902002,5590,5366,20561,"{""ra"":""198.242813"",""Run"":""4599"",""dec"":""31.258602"",""Field"":""176"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""673998"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020261"",""Common name"":""Unknown"",""SDSS dr7 id"":""587739505011720448"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=198.24281311035156\u0026dec=31.258602142333984\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.656524"",""Estimated distance"":""0.02045787312090397 * c / H_0"",""Petrosian radius (degrees)"":""28.134497""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/11f00046-c65d-417a-903b-500147acdea6.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/85ad471e-e564-485b-abee-b83af20aec59.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ec0ba127-f6b5-4bf5-9e84-c487a635d22c.json""}",10,2018-04-26 16:21:03 UTC,classification_count
20902003,5590,5366,20561,"{""ra"":""180.641556"",""Run"":""1462"",""dec"":""1.861039"",""Field"":""369"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""67572"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020328"",""Common name"":""Unknown"",""SDSS dr7 id"":""587726031711961183"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=180.6415557861328\u0026dec=1.8610392808914185\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.569679"",""Estimated distance"":""0.02001078426837921 * c / H_0"",""Petrosian radius (degrees)"":""12.340964""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4164c3d3-52b7-41e4-9277-41f9d9025c50.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/16205da1-1608-44e5-93e7-88aee612b598.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e50b5658-0dbb-4606-a50e-5f7f133ab9e1.json""}",10,2018-04-26 07:29:59 UTC,classification_count
20902004,5590,5366,20561,"{""ra"":""209.329849"",""Run"":""3894"",""dec"":""11.976003"",""Field"":""37"",""Rerun"":""301"",""Camcol"":""5"",""NSA id"":""348101"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020363"",""Common name"":""Unknown"",""SDSS dr7 id"":""587736478661279939"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=209.32984924316406\u0026dec=11.97600269317627\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.967693"",""Estimated distance"":""0.020280098542571068 * c / H_0"",""Petrosian radius (degrees)"":""16.149549""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a69ef5c0-9701-451f-be18-b703aa32e7bb.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3ceeb596-3a1e-4ee5-a2f7-729958b5faa3.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8dd1d56a-52c6-4292-924d-52aaa6374be9.json""}",10,2018-04-26 16:21:15 UTC,classification_count
20902005,5590,5366,20561,"{""ra"":""200.581177"",""Run"":""1462"",""dec"":""2.420754"",""Field"":""502"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""71450"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020369"",""Common name"":""Unknown"",""SDSS dr7 id"":""587726032794419368"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=200.5811767578125\u0026dec=2.4207541942596436\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.504417"",""Estimated distance"":""0.020135847851634026 * c / H_0"",""Petrosian radius (degrees)"":""13.706474""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d97dc404-6470-45a8-a900-a4db89ef6c0d.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1339fadb-69a0-4ba0-ac13-b858d40c2cd9.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0a08a756-57c5-4d10-a1cf-5d35c476cd9a.json""}",10,2018-04-26 16:12:12 UTC,classification_count
20902006,5590,5366,20561,"{""ra"":""155.069473"",""Run"":""5112"",""dec"":""24.597475"",""Field"":""301"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""496451"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020395"",""Common name"":""Unknown"",""SDSS dr7 id"":""587741709411876931"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=155.06947326660156\u0026dec=24.597475051879883\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.874675"",""Estimated distance"":""0.02028152346611023 * c / H_0"",""Petrosian radius (degrees)"":""19.730932""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d1f38783-066f-4869-8840-bb67ccf65c0a.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f4bbfdbe-2ab3-4bd6-be05-e5f15da3b49b.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4c69ea80-91aa-478d-9581-eb98c745030d.json""}",10,2018-04-25 17:53:39 UTC,classification_count
20902007,5590,5366,20561,"{""ra"":""173.195587"",""Run"":""5313"",""dec"":""20.038187"",""Field"":""93"",""Rerun"":""301"",""Camcol"":""5"",""NSA id"":""520167"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020420"",""Common name"":""Unknown"",""SDSS dr7 id"":""587742573223542941"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=173.19558715820312\u0026dec=20.03818702697754\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.573907"",""Estimated distance"":""0.020327895879745483 * c / H_0"",""Petrosian radius (degrees)"":""17.496666""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/59abf422-66d1-4d1b-857c-c0042aa201a0.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/14ab1a17-f178-4a28-be4b-2d2ecb6f54c6.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/990da3d1-eb88-4a69-b626-22c213c8f738.json""}",10,2018-04-26 11:49:47 UTC,classification_count
20902008,5590,5366,20561,"{""ra"":""178.181000"",""Run"":""5973"",""dec"":""1.740768"",""Field"":""92"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""627419"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020425"",""Common name"":""Unknown"",""SDSS dr7 id"":""587726031710912518"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=178.18099975585938\u0026dec=1.740768313407898\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.807018"",""Estimated distance"":""0.020092183724045753 * c / H_0"",""Petrosian radius (degrees)"":""25.235826""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/576c5b8a-9134-4969-865b-6b8545fde229.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d9daf26a-85e0-4e06-902d-ea55e429aa80.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f716c2f9-75b2-4608-a5d6-423ed1a65393.json""}",10,2018-04-27 08:15:31 UTC,classification_count
20902009,5590,5366,20561,"{""ra"":""245.971191"",""Run"":""3723"",""dec"":""29.424801"",""Field"":""146"",""Rerun"":""301"",""Camcol"":""6"",""NSA id"":""288287"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020429"",""Common name"":""Unknown"",""SDSS dr7 id"":""587736781998588083"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=245.97119140625\u0026dec=29.424800872802734\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.722245"",""Estimated distance"":""0.02076025679707527 * c / H_0"",""Petrosian radius (degrees)"":""14.679880""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ec15b03a-8f7d-458f-91fd-5c55125a88e6.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4ba7f189-a453-411e-9318-2affa0da69ac.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/00f91aa3-10cb-46f5-9457-6dcf61e4e9fb.json""}",10,2018-04-30 16:58:41 UTC,classification_count
20902010,5590,5366,20561,"{""ra"":""202.202759"",""Run"":""6166"",""dec"":""11.032400"",""Field"":""31"",""Rerun"":""301"",""Camcol"":""6"",""NSA id"":""675678"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020451"",""Common name"":""Unknown"",""SDSS dr7 id"":""588017702403178571"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=202.2027587890625\u0026dec=11.032400131225586\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.577124"",""Estimated distance"":""0.020335983484983444 * c / H_0"",""Petrosian radius (degrees)"":""11.275079""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/342ec392-ac38-4cfd-8288-5fd1b305e5aa.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f92cf9e0-73f6-486d-b9f4-e5877a3fc697.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/73580257-c63d-4125-9659-db3c71d5db22.json""}",10,2018-04-26 21:58:42 UTC,classification_count
20902011,5590,5366,20561,"{""ra"":""172.713806"",""Run"":""2821"",""dec"":""55.063618"",""Field"":""156"",""Rerun"":""301"",""Camcol"":""5"",""NSA id"":""198758"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020457"",""Common name"":""Unknown"",""SDSS dr7 id"":""587731870169170029"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=172.71380615234375\u0026dec=55.06361770629883\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.982159"",""Estimated distance"":""0.0208230409771204 * c / H_0"",""Petrosian radius (degrees)"":""15.164274""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/15725797-e5c2-4519-af2f-dff929697ae1.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3a05aeda-875b-4913-9fec-9d013e32b42a.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7cce5c36-63e4-4e41-a262-12966f84bbc8.json""}",10,2018-04-29 21:34:34 UTC,classification_count
20902012,5590,5366,20561,"{""ra"":""176.277390"",""Run"":""5225"",""dec"":""20.156443"",""Field"":""81"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""521658"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020486"",""Common name"":""Unknown"",""SDSS dr7 id"":""588023669705474194"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=176.2773895263672\u0026dec=20.156442642211914\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.387320"",""Estimated distance"":""0.020396867766976357 * c / H_0"",""Petrosian radius (degrees)"":""13.916864""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/076ca13a-deb5-42fe-a7f7-36d1c6eb75a3.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b3098f5e-505d-43a9-84f9-ad65b7120820.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9e055645-294b-4c12-8ec4-41564bfc3c1e.json""}",10,2018-04-26 11:25:08 UTC,classification_count
20902013,5590,5366,20561,"{""ra"":""173.749435"",""Run"":""3631"",""dec"":""15.685256"",""Field"":""379"",""Rerun"":""301"",""Camcol"":""6"",""NSA id"":""364625"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020508"",""Common name"":""Unknown"",""SDSS dr7 id"":""587735349644165335"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=173.7494354248047\u0026dec=15.685256004333496\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.871360"",""Estimated distance"":""0.020355064421892166 * c / H_0"",""Petrosian radius (degrees)"":""19.395079""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f489785f-a569-47cb-b858-e0da7433f68e.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9b96aeff-8cc8-4ed5-872e-94986500b24e.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/76361ddd-11a9-4196-927a-f0980f8e8e89.json""}",10,2018-04-26 21:31:37 UTC,classification_count
20902014,5590,5366,20561,"{""ra"":""262.257416"",""Run"":""1356"",""dec"":""60.089394"",""Field"":""61"",""Rerun"":""301"",""Camcol"":""4"",""NSA id"":""25318"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020510"",""Common name"":""Unknown"",""SDSS dr7 id"":""587725577498984562"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=262.2574157714844\u0026dec=60.089393615722656\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.781111"",""Estimated distance"":""0.02124233916401863 * c / H_0"",""Petrosian radius (degrees)"":""17.597080""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/98b348bf-ab8c-4161-9068-3b817887d646.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7b85ffc5-8be1-47d7-b605-5f80e351da58.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9e97021d-962f-495a-8c9a-81c3f7f91565.json""}",10,2018-05-01 14:20:41 UTC,classification_count
20902015,5590,5366,20561,"{""ra"":""153.816055"",""Run"":""5137"",""dec"":""21.052925"",""Field"":""269"",""Rerun"":""301"",""Camcol"":""2"",""NSA id"":""503268"",""#models"":[{""frame"":0,""model"":""GALAXY_BUILDER_DIFFERENCE""},{""frame"":2,""model"":""GALAXY_BUILDER_MODEL""}],""redshift"":""0.020516"",""Common name"":""Unknown"",""SDSS dr7 id"":""587741815710220480"",""Url to view"":""[skyserver link](+tab+http://skyserver.sdss.org/dr14/en/tools/chart/navi.aspx?ra=153.81605529785156\u0026dec=21.05292510986328\u0026opt=F)"",""#isModelling"":true,""Sersic axis ratio"":""0.399815"",""Estimated distance"":""0.020323507487773895 * c / H_0"",""Petrosian radius (degrees)"":""12.663240""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/def668e2-f943-40b7-8a78-83fa93d8595b.json"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dd3dde38-1e84-49bf-97b3-2a17fe3086c5.png"",""2"":""https://panoptes-uploads.zooniverse.org/production/subject_location/029283ec-e88a-4cf0-9a79-a927b6e2a2cc.json""}",10,2018-04-26 18:07:13 UTC,classification_count
