gxyName,alenRank,math_initial_theta,pitch_angle,math_initial_radius,relative_theta_start,relative_theta_end,r_start,r_end,used2rev,failed2rev,hasUndefinedEndpoints,arc_length,num_pixels,err_per_len,err_per_pixel,mean_intensity,brt_ratio_score,anovaF_score,clusOutputColor
subject-21096787,1,8.914123,12.226497,48.849309,0.000000,2.956042,25.743709,48.849309,0,0,0,109.103548,1369.000000,152.045658,12.117400,0.416168,1.171889,252.351058,[0 1 1]
subject-21096787,2,6.723527,12.796694,41.514181,0.000000,2.961529,21.186664,41.514181,0,0,0,91.775306,1057.000000,141.165497,12.256865,0.449407,1.105342,117.265842,[1 0 0]
