,subject_id,arm_index,best_model,log_spiral_mean_score,poly_spiral_1_mean_score,poly_spiral_2_mean_score,poly_spiral_3_mean_score,poly_spiral_4_mean_score,poly_spiral_5_mean_score,poly_spiral_6_mean_score,poly_spiral_7_mean_score,poly_spiral_8_mean_score
91,21097003,0,poly_spiral_4,0.5243105942452041,0.6015114948956216,0.6157067077049502,0.6204425852989394,0.6271138315353445,0.6200329997887076,0.6170770792796182,0.6187389158138735,0.6183871414893887
92,21097003,1,poly_spiral_2,0.7025012179661647,0.6605620932910333,0.7124318702680256,0.7114143086282433,0.7112750546148082,0.7106476241083157,0.709869057044316,0.7108017236856469,0.7105412608214017
93,21686584,0,poly_spiral_4,0.7426885035405817,0.725319742395437,0.7464422546831618,0.7449244536944525,0.752275828831525,0.7497538606984875,0.7511933146776475,0.7510713402530131,0.7510565322090531
94,21686584,1,poly_spiral_3,0.3836923107705406,0.21981128497913385,0.4449771249685739,0.48416670597800443,0.47132630427403205,0.4660283510995154,0.4658398787742622,0.4558355275225295,0.45256741010997253
95,21686547,0,log_spiral,-0.7475548372354406,-0.7590532154699111,-0.7792648363752825,-0.7599646835110341,-0.7622161440381534,-0.7805224987718158,-0.818386505427439,-0.848344328556916,-0.8452611717655619
96,21096912,0,poly_spiral_7,-0.962037624664638,-0.8005322769666267,-0.9143855506498637,-0.8289451905101822,-0.7747322409118461,-0.7188271036480207,-0.7252795697857833,-0.6564320014252883,-0.6879817806275594
97,21096912,1,poly_spiral_8,0.7628713918006578,0.7470660124084498,0.7636841384961148,0.7626321856952497,0.7531409263874307,0.775632021259226,0.7758361927750649,0.7787505142320293,0.780108241662104
98,21096872,0,poly_spiral_1,0.20976026499665257,0.2520769064979729,0.2093254458368537,0.17354048753365353,0.17467040026814767,0.1744378022971167,0.16174643958965157,0.15487582941737266,0.14060666501921998
99,21686568,0,poly_spiral_1,-0.10790728012465498,-0.06333453889099301,-0.08225484655025347,-0.1817420863994144,-0.21598573332072205,-0.1426269964305044,-1.6128168789372417,-1.4369537501181122,-4.696359024128163
100,21686568,1,poly_spiral_6,0.8090621293533328,0.811844271485854,0.8097124275882243,0.8141325982490188,0.811681856464587,0.8381644002810169,0.8461161276816554,0.8457251336816046,0.8455723242037534
101,20902011,0,poly_spiral_1,0.8628934370396983,0.8869582019878112,0.885801541200471,0.8842330880504071,0.8829000908175128,0.8825676481758784,0.8829035980791017,0.882517008419912,0.8825449875317186
102,20902011,1,poly_spiral_8,0.08553436128024382,0.04418861508591415,0.09352112234678658,0.21586180025627355,0.22503549048843274,0.22952143805386727,0.25385247475151207,0.2582190959508511,0.2632666842947316
103,20902039,0,poly_spiral_3,0.889997045540926,0.884124319345028,0.8888274364836393,0.8906846043954044,0.8898802025115213,0.8901332740793616,0.8890146972382511,0.8885619304907814,0.8882950282362174
104,20902039,1,poly_spiral_8,0.2826729867783134,0.27303617984695633,0.2581649240999156,0.2869676692260987,0.2779735173719849,0.3031521164412901,0.30089314758467295,0.33319223242050794,0.34238481764019757
