,objID,z,Sp,Scale,Vmax,gg2d,e_gg2d,rg2d,e_rg2d,gg2df,rg2df,dCol,__B_T_g,e__B_T_g,__B_T_r,e__B_T_r,__B_T_gf,__B_T_rf,Rhlg,Rhlr,Rchl_g,Rchl_r,Re,e_Re,e,e_e,phib,e_phib,Rd,e_Rd,i,e_i,phid,e_phid,__dx_g,e__dx_g,__dy_g,e__dy_g,__dx_r,e__dx_r,__dy_r,e__dy_r,S2g,S2r,ggMag,e_ggMag,gbMag,e_gbMag,gdMag,e_gdMag,rgMag,e_rgMag,rbMag,e_rbMag,rdMag,e_rdMag,nb,e_nb,PpS,Pn4,All,Sloan,DR7,_RA,_DE
20901999,587729776364814348,0.0203000009059906,2,0.41100001335144043,23.799000000000003,15.670000076293945,0.0,14.90999984741211,0.0,17.8700008392334,17.190000534057617,0.05999999865889549,0.23999999463558197,0.0,0.20999999344348907,0.0,0.8500000238418579,0.8299999833106995,4.449999809265137,4.670000076293945,3.2200000286102295,3.380000114440918,0.5,0.0,0.4399999976158142,0.019999999552965164,50.0,0.0,3.549999952316284,0.009999999776482582,62.0,0.0,42.0,0.0,0.4000000059604645,0.0,0.20999999344348907,0.0,0.4399999976158142,0.009999999776482582,0.5199999809265137,0.009999999776482582,0.05000000074505806,0.05000000074505806,-19.25,0.0,-17.700000762939453,0.019999999552965164,-18.959999084472656,0.009999999776482582,-19.93000030517578,0.0,-18.229999542236328,0.009999999776482582,-19.670000076293945,0.0,4.0,0.0,0.0,,All,Sloan,DR7,201.38009111111108,-3.3738138888888884
20902000,587741600952615088,0.02019999921321869,2,0.4099999964237213,11.39,15.760000228881836,0.019999999552965164,15.279999732971191,0.03999999910593033,19.09000015258789,18.459999084472656,0.05999999865889549,0.07999999821186066,0.019999999552965164,0.10000000149011612,0.009999999776482582,0.4300000071525574,0.5099999904632568,5.0,4.920000076293945,3.7799999713897705,3.7200000286102295,1.9299999475479126,0.2199999988079071,0.699999988079071,0.0,154.0,2.0,3.0999999046325684,0.11999999731779099,58.0,0.0,140.0,2.0,0.4000000059604645,0.05000000074505806,0.12999999523162842,0.029999999329447746,0.33000001311302185,0.029999999329447746,0.7099999785423279,0.05000000074505806,0.10000000149011612,0.07000000029802322,-19.059999465942383,0.019999999552965164,-16.280000686645508,0.23000000417232513,-18.979999542236328,0.019999999552965164,-19.459999084472656,0.03999999910593033,-16.989999771118164,0.12999999523162842,-19.34000015258789,0.05000000074505806,4.0,0.0,0.07999999821186066,,All,Sloan,DR7,170.44384499999998,25.97155611111111
20902001,587729408611975431,0.0203000009059906,2,0.41100001335144043,15.919000000000002,15.420000076293945,0.0,15.050000190734863,0.009999999776482582,18.5,17.920000076293945,0.07000000029802322,0.019999999552965164,0.0,0.05999999865889549,0.0,0.10000000149011612,0.2800000011920929,2.9600000381469727,2.880000114440918,2.640000104904175,2.5799999237060547,0.75,0.009999999776482582,0.0,0.0,92.0,2.0,1.7799999713897705,0.009999999776482582,38.0,0.0,115.0,3.0,0.3499999940395355,0.029999999329447746,0.8199999928474426,0.05999999865889549,0.4699999988079071,0.029999999329447746,0.25999999046325684,0.019999999552965164,0.25999999046325684,0.18000000715255737,-19.3700008392334,0.0,-14.880000114440918,0.27000001072883606,-19.350000381469727,0.009999999776482582,-19.68000030517578,0.009999999776482582,-16.530000686645508,0.07000000029802322,-19.6200008392334,0.009999999776482582,4.0,0.0,0.029999999329447746,,All,Sloan,DR7,243.47225194444442,48.29669194444444
20902002,587739505011720448,0.020400000736117363,2,0.4129999876022339,15.325000000000001,15.15999984741211,0.0,14.819999694824219,0.009999999776482582,18.850000381469727,18.34000015258789,0.05000000074505806,0.18000000715255737,0.0,0.2199999988079071,0.009999999776482582,0.6499999761581421,0.7099999785423279,5.789999961853027,5.679999828338623,5.239999771118164,5.150000095367432,2.8399999141693115,0.009999999776482582,0.0,0.0,143.0,3.0,3.75,0.019999999552965164,38.0,0.0,191.0,4.0,-0.36000001430511475,0.019999999552965164,0.10000000149011612,0.019999999552965164,-0.25,0.029999999329447746,0.2199999988079071,0.029999999329447746,0.23999999463558197,0.20000000298023224,-19.709999084472656,0.0,-17.860000610351562,0.019999999552965164,-19.489999771118164,0.009999999776482582,-20.0,0.009999999776482582,-18.360000610351562,0.029999999329447746,-19.729999542236328,0.009999999776482582,4.0,0.0,0.44999998807907104,,All,Sloan,DR7,198.24281888888888,31.25860194444444
20902003,587726031711961183,0.020400000736117363,2,0.4129999876022339,12.059000000000001,16.06999969482422,0.009999999776482582,15.420000076293945,0.009999999776482582,18.549999237060547,17.899999618530273,0.0,0.20999999344348907,0.009999999776482582,0.20999999344348907,0.009999999776482582,0.49000000953674316,0.47999998927116394,2.940000057220459,2.940000057220459,2.2699999809265137,2.2699999809265137,1.840000033378601,0.029999999329447746,0.5,0.029999999329447746,101.0,0.0,1.8700000047683716,0.009999999776482582,56.0,0.0,112.0,0.0,0.2800000011920929,0.009999999776482582,0.38999998569488525,0.009999999776482582,0.3199999928474426,0.029999999329447746,0.27000001072883606,0.019999999552965164,0.05000000074505806,0.05999999865889549,-18.790000915527344,0.009999999776482582,-17.06999969482422,0.05999999865889549,-18.540000915527344,0.019999999552965164,-19.3700008392334,0.009999999776482582,-17.670000076293945,0.05000000074505806,-19.1200008392334,0.009999999776482582,4.0,0.0,0.3199999928474426,,All,Sloan,DR7,180.6415611111111,1.8610388888888887
20902004,587736478661279939,0.020400000736117363,2,0.4129999876022339,26.579000000000004,15.210000038146973,0.0,14.800000190734863,0.009999999776482582,18.6200008392334,18.1299991607666,-0.05000000074505806,0.0,0.0,0.029999999329447746,0.009999999776482582,0.0,0.09000000357627869,3.0299999713897705,3.0299999713897705,3.0299999713897705,3.0199999809265137,2.890000104904175,0.4300000071525574,0.12999999523162842,0.15000000596046448,70.0,0.0,1.809999942779541,0.009999999776482582,1.0,0.0,53.0,0.0,-0.10000000149011612,0.029999999329447746,0.5099999904632568,0.009999999776482582,0.25,0.019999999552965164,0.3499999940395355,0.03999999910593033,0.12999999523162842,0.10000000149011612,-19.639999389648438,0.0,,,-19.639999389648438,0.0,-19.979999542236328,0.009999999776482582,-16.200000762939453,0.30000001192092896,-19.940000534057617,0.009999999776482582,4.0,0.0,0.5600000023841858,,All,Sloan,DR7,209.32984888888888,11.976001944444443
20902005,587726032794419368,0.020600000396370888,2,0.4169999957084656,7.5120000000000005,16.219999313354492,0.019999999552965164,15.789999961853027,0.009999999776482582,18.829999923706055,18.34000015258789,0.009999999776482582,0.17000000178813934,0.009999999776482582,0.23000000417232513,0.009999999776482582,0.3100000023841858,0.4000000059604645,3.190000057220459,3.140000104904175,2.3499999046325684,2.3399999141693115,2.25,0.10000000149011612,0.0,0.029999999329447746,20.0,6.0,1.9700000286102295,0.05000000074505806,64.0,1.0,13.0,0.0,0.36000001430511475,0.029999999329447746,0.5400000214576721,0.05000000074505806,0.25999999046325684,0.03999999910593033,0.3499999940395355,0.05000000074505806,0.09000000357627869,0.07000000029802322,-18.639999389648438,0.019999999552965164,-16.690000534057617,0.09000000357627869,-18.450000762939453,0.019999999552965164,-19.010000228881836,0.009999999776482582,-17.40999984741211,0.07000000029802322,-18.719999313354492,0.019999999552965164,4.0,0.0,0.3499999940395355,,All,Sloan,DR7,200.58117388888886,2.4207538888888886
20902006,587741709411876931,0.020500000566244125,2,0.41499999165534973,16.834000000000003,15.449999809265137,0.03999999910593033,15.130000114440918,0.0,18.860000610351562,18.43000030517578,-0.05999999865889549,0.10999999940395355,0.019999999552965164,0.14000000059604645,0.029999999329447746,0.44999998807907104,0.5199999809265137,4.090000152587891,4.059999942779541,3.880000114440918,3.819999933242798,2.9200000762939453,0.4300000071525574,0.699999988079071,0.0,101.0,1.0,2.490000009536743,0.10000000149011612,20.0,1.0,40.0,6.0,-0.20000000298023224,0.07000000029802322,0.3700000047683716,0.10000000149011612,-0.23999999463558197,0.05000000074505806,0.6899999976158142,0.029999999329447746,0.20000000298023224,0.12999999523162842,-19.420000076293945,0.03999999910593033,-16.979999542236328,0.20999999344348907,-19.299999237060547,0.05000000074505806,-19.6299991607666,0.0,-17.5,0.20999999344348907,-19.469999313354492,0.029999999329447746,4.0,0.0,0.0,,All,Sloan,DR7,155.06947694444443,24.597473888888885
20902007,587742573223542941,0.0203000009059906,2,0.41200000047683716,29.829000000000004,15.0600004196167,0.009999999776482582,14.600000381469727,0.0,18.479999542236328,17.770000457763672,0.05999999865889549,0.05000000074505806,0.0,0.10999999940395355,0.009999999776482582,0.20000000298023224,0.38999998569488525,4.309999942779541,4.230000019073486,3.4200000762939453,3.3499999046325684,2.559999942779541,0.05999999865889549,0.4300000071525574,0.03999999910593033,164.0,1.0,2.5999999046325684,0.009999999776482582,54.0,0.0,155.0,1.0,0.38999998569488525,0.009999999776482582,-0.05000000074505806,0.05000000074505806,0.4399999976158142,0.019999999552965164,0.5,0.029999999329447746,0.17000000178813934,0.11999999731779099,-19.780000686645508,0.009999999776482582,-16.43000030517578,0.10999999940395355,-19.719999313354492,0.009999999776482582,-20.18000030517578,0.0,-17.790000915527344,0.05999999865889549,-20.049999237060547,0.009999999776482582,4.0,0.0,0.0,,All,Sloan,DR7,173.19559388888888,20.03818694444444
20902008,587726031710912518,0.020400000736117363,2,0.4129999876022339,53.78300000000001,14.289999961853027,0.0,13.9399995803833,0.0,17.459999084472656,17.030000686645508,0.07000000029802322,0.23999999463558197,0.0,0.25,0.0,0.8399999737739563,0.8500000238418579,5.639999866485596,5.579999923706055,5.440000057220459,5.380000114440918,1.7799999713897705,0.019999999552965164,0.0,0.0,-42.0,0.0,4.039999961853027,0.019999999552965164,23.0,0.0,39.0,1.0,0.44999998807907104,0.009999999776482582,0.10999999940395355,0.009999999776482582,0.33000001311302185,0.009999999776482582,0.20000000298023224,0.009999999776482582,0.3499999940395355,0.28999999165534973,-20.530000686645508,0.0,-18.959999084472656,0.009999999776482582,-20.239999771118164,0.0,-20.799999237060547,0.0,-19.290000915527344,0.009999999776482582,-20.489999771118164,0.009999999776482582,4.0,0.0,0.0,,All,Sloan,DR7,178.18100499999997,1.7407680555555554
20902009,587736781998588083,0.020500000566244125,2,0.414000004529953,9.441,15.9399995803833,0.009999999776482582,15.529999732971191,0.009999999776482582,19.260000228881836,18.65999984741211,0.09000000357627869,0.07999999821186066,0.009999999776482582,0.14000000059604645,0.009999999776482582,0.2800000011920929,0.4300000071525574,3.8299999237060547,3.7300000190734863,3.240000009536743,3.180000066757202,1.9199999570846558,0.029999999329447746,0.09000000357627869,0.10000000149011612,16.0,0.0,2.3499999046325684,0.019999999552965164,46.0,0.0,5.0,1.0,0.15000000596046448,0.019999999552965164,0.30000001192092896,0.019999999552965164,0.550000011920929,0.03999999910593033,0.4000000059604645,0.07999999821186066,0.12999999523162842,0.09000000357627869,-18.93000030517578,0.009999999776482582,-16.170000076293945,0.10999999940395355,-18.84000015258789,0.009999999776482582,-19.25,0.009999999776482582,-17.110000610351562,0.07999999821186066,-19.09000015258789,0.009999999776482582,4.0,0.0,0.23000000417232513,,All,Sloan,DR7,245.97118999999998,29.42480194444444
20902010,588017702403178571,0.020400000736117363,2,0.414000004529953,17.098000000000003,15.6899995803833,0.009999999776482582,15.15999984741211,0.019999999552965164,18.329999923706055,17.809999465942383,0.009999999776482582,0.11999999731779099,0.019999999552965164,0.10999999940395355,0.009999999776482582,0.33000001311302185,0.3100000023841858,3.0799999237060547,3.0799999237060547,2.3399999141693115,2.3499999046325684,2.0999999046325684,0.05000000074505806,0.699999988079071,0.0,103.0,3.0,1.8799999952316284,0.03999999910593033,57.0,1.0,122.0,1.0,0.25999999046325684,0.019999999552965164,0.4099999964237213,0.009999999776482582,0.44999998807907104,0.029999999329447746,0.3100000023841858,0.029999999329447746,0.25999999046325684,0.25,-19.239999771118164,0.009999999776482582,-16.889999389648438,0.2199999988079071,-19.100000381469727,0.029999999329447746,-19.690000534057617,0.019999999552965164,-17.290000915527344,0.15000000596046448,-19.56999969482422,0.029999999329447746,4.0,0.0,0.14000000059604645,,All,Sloan,DR7,202.2027619444444,11.032399999999999
20902011,587731870169170029,0.020500000566244125,2,0.414000004529953,21.464000000000002,15.25,0.009999999776482582,14.819999694824219,0.009999999776482582,18.65999984741211,18.170000076293945,0.009999999776482582,0.05000000074505806,0.0,0.05000000074505806,0.0,0.3700000047683716,0.4000000059604645,3.799999952316284,3.7799999713897705,3.7300000190734863,3.7200000286102295,1.2100000381469727,0.07000000029802322,0.699999988079071,0.0,58.0,1.0,2.3299999237060547,0.019999999552965164,11.0,0.0,79.0,1.0,0.9200000166893005,0.009999999776482582,0.5299999713897705,0.019999999552965164,0.7300000190734863,0.029999999329447746,0.5400000214576721,0.019999999552965164,0.1899999976158142,0.12999999523162842,-19.56999969482422,0.009999999776482582,-16.270000457763672,0.07000000029802322,-19.520000457763672,0.009999999776482582,-19.93000030517578,0.009999999776482582,-16.739999771118164,0.05000000074505806,-19.8700008392334,0.009999999776482582,4.0,0.0,0.0,,All,Sloan,DR7,172.71380499999998,55.0636161111111
20902012,588023669705474194,0.020500000566244125,2,0.41600000858306885,15.599000000000002,15.949999809265137,0.0,15.289999961853027,0.0,18.299999237060547,17.729999542236328,-0.05999999865889549,0.30000001192092896,0.009999999776482582,0.28999999165534973,0.009999999776482582,0.6700000166893005,0.6499999761581421,3.7300000190734863,3.759999990463257,2.5199999809265137,2.5299999713897705,2.009999990463257,0.009999999776482582,0.6600000262260437,0.019999999552965164,2.0,0.0,2.569999933242798,0.019999999552965164,68.0,0.0,21.0,1.0,0.3199999928474426,0.0,0.38999998569488525,0.009999999776482582,0.2199999988079071,0.009999999776482582,0.6100000143051147,0.019999999552965164,0.18000000715255737,0.18000000715255737,-18.93000030517578,0.0,-17.6299991607666,0.019999999552965164,-18.549999237060547,0.009999999776482582,-19.530000686645508,0.0,-18.18000030517578,0.029999999329447746,-19.15999984741211,0.009999999776482582,4.0,0.0,0.0,,All,Sloan,DR7,176.2773911111111,20.156443055555552
20902013,587735349644165335,0.020600000396370888,2,0.41600000858306885,34.968,14.9399995803833,0.0,14.489999771118164,0.0,19.020000457763672,18.219999313354492,0.11999999731779099,0.0,0.0,0.05000000074505806,0.0,0.0,0.27000001072883606,4.429999828338623,4.409999847412109,4.28000020980835,4.210000038146973,3.3299999237060547,0.009999999776482582,0.699999988079071,0.0,30.0,0.0,2.640000104904175,0.0,21.0,0.0,10.0,0.0,-0.550000011920929,0.009999999776482582,0.550000011920929,0.0,0.3100000023841858,0.029999999329447746,0.5,0.019999999552965164,0.20000000298023224,0.12999999523162842,-20.0,0.0,,,-20.0,0.0,-20.350000381469727,0.0,-17.079999923706055,0.03999999910593033,-20.299999237060547,0.0,4.0,0.0,0.0,,All,Sloan,DR7,173.74943,15.685256111111109
20902014,587725577498984562,0.020600000396370888,2,0.4180000126361847,22.336000000000002,15.359999656677246,0.0,14.90999984741211,0.0,18.809999465942383,18.139999389648438,0.05999999865889549,0.09000000357627869,0.0,0.15000000596046448,0.009999999776482582,0.3499999940395355,0.5,4.21999979019165,4.119999885559082,3.700000047683716,3.609999895095825,2.4100000858306885,0.009999999776482582,0.33000001311302185,0.03999999910593033,-34.0,0.0,2.5799999237060547,0.009999999776482582,40.0,0.0,8.0,0.0,0.5899999737739563,0.0,0.3100000023841858,0.0,0.5299999713897705,0.019999999552965164,0.5,0.019999999552965164,0.07999999821186066,0.05999999865889549,-19.530000686645508,0.0,-16.8700008392334,0.05000000074505806,-19.43000030517578,0.0,-19.8799991607666,0.0,-17.799999237060547,0.03999999910593033,-19.700000762939453,0.009999999776482582,4.0,0.0,0.11999999731779099,,All,Sloan,DR7,262.25740388888886,60.08939305555555
20902015,587741815710220480,0.020500000566244125,2,0.41600000858306885,19.775000000000002,15.430000305175781,0.0,15.029999732971191,0.0,18.479999542236328,18.020000457763672,-0.019999999552965164,0.0,0.0,0.009999999776482582,0.0,0.0,0.03999999910593033,3.940000057220459,3.9200000762939453,2.700000047683716,2.690000057220459,0.9900000095367432,0.0,0.03999999910593033,0.05000000074505806,143.0,0.0,2.3499999046325684,0.0,67.0,0.0,147.0,0.0,0.47999998927116394,0.0,0.8999999761581421,0.0,0.5799999833106995,0.009999999776482582,0.5099999904632568,0.019999999552965164,0.27000001072883606,0.2199999988079071,-19.43000030517578,0.0,,,-19.43000030517578,0.0,-19.770000457763672,0.0,-14.529999732971191,0.3400000035762787,-19.760000228881836,0.0,4.0,0.0,0.7099999785423279,,All,Sloan,DR7,153.81604888888887,21.052925
20902016,588017567096373351,0.020500000566244125,2,0.41600000858306885,11.259000000000002,15.649999618530273,0.009999999776482582,15.25,0.009999999776482582,19.200000762939453,18.75,0.009999999776482582,0.23000000417232513,0.019999999552965164,0.27000001072883606,0.009999999776482582,0.6100000143051147,0.6499999761581421,7.139999866485596,7.019999980926514,5.010000228881836,4.960000038146973,3.9100000858306885,0.019999999552965164,0.15000000596046448,0.07999999821186066,81.0,2.0,4.679999828338623,0.029999999329447746,69.0,0.0,49.0,1.0,0.4000000059604645,0.009999999776482582,0.6600000262260437,0.009999999776482582,0.05000000074505806,0.03999999910593033,0.6800000071525574,0.03999999910593033,0.10999999940395355,0.05999999865889549,-19.239999771118164,0.009999999776482582,-17.649999618530273,0.07000000029802322,-18.959999084472656,0.019999999552965164,-19.549999237060547,0.009999999776482582,-18.110000610351562,0.05000000074505806,-19.219999313354492,0.019999999552965164,4.0,0.0,0.019999999552965164,,All,Sloan,DR7,175.53365111111108,12.941683888888887
